"","X.1","X","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","latitude","longitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"57",57,57,24339,NA,2010,"Sunday","Auto","Parked Vehicle","PEARL ST"," PEARL ST &  Cambridge, MA",42.363207,-71.0967,"rain","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"58",58,58,25502,NA,2011,"Saturday","Auto","Parked Vehicle","Charles St"," Charles St &  Cambridge, MA",42.363207,-71.0967,"snow","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"59",59,59,26770,NA,2011,"Wednesday","Truck","Auto","Cedar St"," Cedar St & Rindge Ave Cambridge, MA",42.363207,-71.0967,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"60",60,60,24397,NA,2010,"Tuesday","Auto","Parked Vehicle","Bishop Allen Dr"," Bishop Allen Dr &  Cambridge, MA",42.363207,-71.0967,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"61",61,61,1500000720,NA,2015,"Thursday","PASSENGER CAR","","GORE ST","GORE ST",42.363207,-71.0967,"clear","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"62",62,62,24448,NA,2010,"","Auto","Parked Vehicle","Berkshire St"," Berkshire St &  Cambridge, MA",42.363207,-71.0967,"snow","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"63",63,63,24466,NA,2010,"","Auto","Auto","Terminal Rd"," Terminal Rd &  Cambridge, MA",42.363207,-71.0967,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"64",64,64,24491,NA,2010,"Saturday","Auto","Auto","PROSPECT ST"," PROSPECT ST &  Cambridge, MA",42.363207,-71.0967,"snow","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"65",65,65,24514,NA,2010,"Thursday","Auto","Parked Vehicle","Hampshire St"," Hampshire St &  Cambridge, MA",42.363207,-71.0967,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"66",66,66,30412,NA,2012,"Friday","Auto","Pedestrian","SHERMAN ST"," SHERMAN ST &  Cambridge, MA",42.363207,-71.0967,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"67",67,67,30293,NA,2012,"Friday","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",42.363207,-71.0967,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"68",68,68,24947,NA,2010,"Sunday","Auto","Parked Vehicle","GOLD STAR RD"," GOLD STAR RD &  Cambridge, MA",42.363207,-71.0967,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"69",69,69,24603,NA,2010,"Tuesday","Auto","Auto","HARVARD SQ"," HARVARD SQ &  Cambridge, MA",42.363207,-71.0967,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"70",70,70,24605,NA,2010,"Wednesday","Auto","Auto","Concord Ave"," Concord Ave & Concord Ave Cambridge, MA",42.363207,-71.0967,"clear","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"71",71,71,30677,NA,2012,"Sunday","Auto","Bicycle","Cambridge St"," Cambridge St & PARKER ST Cambridge, MA",42.363207,-71.0967,"snow","6","1",NA,NA,NA,NA,NA,NA,"Spring"
"72",72,72,24615,NA,2010,"Saturday","Auto","Auto","FRESH POND PKY"," FRESH POND PKY &  Cambridge, MA",42.363207,-71.0967,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"73",73,73,31573,NA,2012,"Saturday","Auto","Parked Vehicle","Porter Cir"," Porter Cir &  Cambridge, MA",42.363207,-71.0967,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"74",74,74,24652,NA,2010,"Tuesday","Truck","Auto","Cross St"," Cross St &  Cambridge, MA",42.363207,-71.0967,"clear","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"75",75,75,24666,NA,2010,"Wednesday","Auto","Auto","KIRKLAND ST"," KIRKLAND ST &  Cambridge, MA",42.361145,-71.057083,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"76",76,76,24655,NA,2010,"Wednesday","Auto","Auto","MAIN ST"," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"77",77,77,24657,NA,2010,"Wednesday","Auto","Auto","JFK St"," JFK St & MOUNT AUBURN ST Cambridge, MA",42.372566,-71.120145,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"78",78,78,24658,NA,2010,"Wednesday","Taxi","Fixed Object","MEMORIAL DR","575 MEMORIAL DR Cambridge, MA",42.354228,-71.105316,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"79",79,79,24659,NA,2010,"Wednesday","Auto","Bicycle","Cambridge St"," Cambridge St & HARDING ST Cambridge, MA",42.372409,-71.090656,"cloudy","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"80",80,80,24664,NA,2010,"Wednesday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Bow St Cambridge, MA",42.372211,-71.115587,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"81",81,81,24667,NA,2010,"Wednesday","Auto","Auto","Concord Ave"," Concord Ave & Bond St Cambridge, MA",42.380394,-71.127504,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"82",82,82,24668,NA,2010,"Wednesday","Auto","Auto","FERNALD DR","12 FERNALD DR Cambridge, MA",42.383255,-71.125479,"rain","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"83",83,83,24710,NA,2010,"Monday","Auto","Parked Vehicle","FIFTH ST"," FIFTH ST & Gore St Cambridge, MA",42.372142,-71.082973,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"84",84,84,24669,NA,2010,"Thursday","Auto","Parked Vehicle","MEMORIAL DR","808 MEMORIAL DR Cambridge, MA",42.360693,-71.11517,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"85",85,85,24682,NA,2010,"Friday","Auto","Parked Vehicle","Rogers St"," Rogers St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"86",86,86,24681,NA,2010,"Saturday","Auto","Parked Vehicle","Bishop Allen Dr"," Bishop Allen Dr &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"87",87,87,24703,NA,2010,"Wednesday","Auto","Auto","Peabody St"," Peabody St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"88",88,88,24712,NA,2010,"Thursday","Auto","Auto","Bond St"," Bond St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"89",89,89,24759,NA,2010,"Monday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","5","1",NA,NA,NA,NA,NA,NA,"Spring"
"90",90,90,24773,NA,2010,"Thursday","Auto","Parked Vehicle","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"91",91,91,24774,NA,2010,"Thursday","Auto","Bicycle","Hampshire St"," Hampshire St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"92",92,92,24831,NA,2010,"Monday","Motorcycle","Auto","","  &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"93",93,93,24883,NA,2010,"Tuesday","Auto","Parked Vehicle","Central Sq"," Central Sq &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"94",94,94,31817,NA,2014,"Friday","Auto","Fixed Object","Rogers St","Rogers St Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"95",95,95,24941,NA,2010,"Friday","Auto","Parked Vehicle","Charles St"," Charles St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"96",96,96,24933,NA,2010,"Monday","Auto","Parked Vehicle","GREEN ST"," GREEN ST & Massachusetts Ave Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"97",97,97,31818,NA,2014,"Friday","Auto","Auto","MOUNT AUBURN ST","650 MOUNT AUBURN ST Cambridge, MA",42.3768005,-71.1483002,"cloudy","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"98",98,98,24937,NA,2010,"Friday","Auto","Pedestrian","Rindge Ave"," Rindge Ave &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"99",99,99,24957,NA,2010,"Tuesday","Auto","Parked Vehicle","MEMORIAL DR"," MEMORIAL DR &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"100",100,100,25039,NA,2010,"Sunday","Auto","Parked Vehicle","Amherst St"," Amherst St &  Cambridge, MA",42.3768005,-71.1483002,"rain","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"101",101,101,24959,NA,2010,"Wednesday","Auto","Fixed Object","","  &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"102",102,102,24974,NA,2010,"Thursday","Auto","Parked Vehicle","Cambridgepark Dr"," Cambridgepark Dr &  Cambridge, MA",42.3768005,-71.1483002,"snow","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"103",103,103,24986,NA,2010,"Tuesday","Auto","Auto","EVERETT ST"," EVERETT ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"104",104,104,25017,NA,2010,"Monday","Auto","Fixed Object","SHADY HILL RD","1 SHADY HILL RD Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"105",105,105,25037,NA,2010,"Thursday","Truck","Parked Vehicle","Cross St"," Cross St & Massachusetts Ave Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"106",106,106,25063,NA,2010,"Friday","Auto","Auto","FRESH POND PKY"," FRESH POND PKY &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"107",107,107,25064,NA,2010,"Friday","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",42.3768005,-71.1483002,"snow","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"108",108,108,25070,NA,2010,"Saturday","Auto","Auto","Coolidge Ave"," Coolidge Ave & Cambridge Ctr Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"109",109,109,25092,NA,2010,"Saturday","Auto","Auto","Cambridge St"," Cambridge St &  Cambridge, MA",42.3768005,-71.1483002,"snow","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"110",110,110,25172,NA,2010,"Wednesday","Auto","Parked Vehicle","Columbia St"," Columbia St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"111",111,111,30680,NA,2012,"Sunday","Auto","Auto","HURON AVE"," HURON AVE & GROVE AVE Cambridge, MA",42.3768005,-71.1483002,"snow","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"112",112,112,25185,NA,2010,"Thursday","Auto","Parked Vehicle","Cambridgeside Pl"," Cambridgeside Pl &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"113",113,113,25750,NA,2010,"Friday","Auto","Parked Vehicle","","  &  Cambridge, MA",42.3768005,-71.1483002,"rain","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"114",114,114,32863,NA,2014,"Thursday","Auto","Parked Vehicle","FIRST ST","FIRST ST Cambridge, MA",42.3768005,-71.1483002,"snow","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"115",115,115,25242,NA,2010,"","Auto","Pedestrian","PEARL ST"," PEARL ST &  Cambridge, MA",42.3768005,-71.1483002,"clear","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"116",116,116,25262,NA,2010,"Thursday","Auto","Auto","White St"," White St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"117",117,117,25267,NA,2011,"Saturday","Auto","Parked Vehicle","Franklin St"," Franklin St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"118",118,118,25272,NA,2011,"Sunday","Auto","Parked Vehicle","Brattle St"," Brattle St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"119",119,119,25401,NA,2011,"Tuesday","Bus (Other)","Parked Vehicle","DUNSTER ST"," DUNSTER ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"120",120,120,25501,NA,2011,"Saturday","Auto","Parked Vehicle","Bent St"," Bent St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"121",121,121,1500000352,NA,2015,"Tuesday","OTHER","PASSENGER CAR","THRID STREET","202 THRID STREET",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"122",122,122,25345,NA,2011,"Sunday","Bus (Other)","Parked Vehicle","DUNSTER ST"," DUNSTER ST &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"123",123,123,25362,NA,2011,"Tuesday","Auto","Parked Vehicle","Avon Hill St"," Avon Hill St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"124",124,124,25375,NA,2011,"Tuesday","Truck","Bicycle","JFK St"," JFK St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"125",125,125,25371,NA,2011,"Wednesday","Auto","Auto","GARDEN ST"," GARDEN ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"126",126,126,27088,NA,2011,"Tuesday","Auto","Auto","Third St"," Third St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"127",127,127,25414,NA,2011,"Wednesday","Auto","Auto","Columbia St"," Columbia St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"128",128,128,25427,NA,2011,"Friday","Auto","Parked Vehicle","FRESH POND PKY"," FRESH POND PKY &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"129",129,129,25470,NA,2011,"Thursday","Auto","Auto","PHILLIPS PL"," PHILLIPS PL &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"130",130,130,25487,NA,2011,"Friday","Auto","Parked Vehicle","HOWARD ST"," HOWARD ST &  Cambridge, MA",42.3768005,-71.1483002,"rain","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"131",131,131,25491,NA,2011,"Friday","Bus (Other)","Auto","Amesbury St"," Amesbury St &  Cambridge, MA",42.3768005,-71.1483002,"snow","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"132",132,132,25516,NA,2011,"Friday","Auto","Parked Vehicle","HAMILTON ST"," HAMILTON ST &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"133",133,133,25500,NA,2011,"Saturday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"134",134,134,25527,NA,2011,"Sunday","Auto","Parked Vehicle","Evereteze Way"," Evereteze Way &  Cambridge, MA",42.3768005,-71.1483002,"snow","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"135",135,135,25522,NA,2011,"Monday","Auto","Parked Vehicle","Tremont St"," Tremont St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"136",136,136,25535,NA,2011,"Tuesday","Auto","Auto","HOWARD ST"," HOWARD ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"137",137,137,25539,NA,2011,"Tuesday","Auto","Parked Vehicle","Watson St"," Watson St &  Cambridge, MA",42.3768005,-71.1483002,"rain","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"138",138,138,25595,NA,2011,"Thursday","Auto","Parked Vehicle","Putnam Ave"," Putnam Ave &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"139",139,139,25561,NA,2011,"Thursday","Bicycle","Parked Vehicle","Trowbridge St"," Trowbridge St & MEMORIAL DR Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"140",140,140,25592,NA,2011,"Saturday","Auto","Parked Vehicle","Walden St"," Walden St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"141",141,141,28578,NA,2013,"Thursday","Auto","Parked Vehicle","GOLD STAR RD"," GOLD STAR RD &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"142",142,142,25631,NA,2011,"Thursday","Auto","Auto","GREEN ST"," GREEN ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"143",143,143,25728,NA,2011,"Wednesday","Auto","Parked Vehicle","Ware St"," Ware St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"144",144,144,25730,NA,2011,"Wednesday","Auto","Pedestrian","Webster Ave"," Webster Ave &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"145",145,145,25731,NA,2011,"Wednesday","Truck","Fixed Object","MAIN ST"," MAIN ST &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"146",146,146,25740,NA,2011,"Saturday","Auto","Fixed Object","Cambridge St"," Cambridge St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","6","1",NA,NA,NA,NA,NA,NA,"Spring"
"147",147,147,25770,NA,2011,"Saturday","Auto","Parked Vehicle","Peabody St"," Peabody St &  Cambridge, MA",42.3768005,-71.1483002,"snow","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"148",148,148,25790,NA,2011,"Thursday","Auto","Parked Vehicle","MAGAZINE ST"," MAGAZINE ST &  Cambridge, MA",42.3768005,-71.1483002,"rain","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"149",149,149,25857,NA,2011,"","Auto","Parked Vehicle","MAIN ST"," MAIN ST &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"150",150,150,25862,NA,2011,"","Auto","Auto","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"151",151,151,25863,NA,2011,"","Auto","Parked Vehicle","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",42.3768005,-71.1483002,"clear","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"152",152,152,26169,NA,2011,"","Auto","Taxi","MEMORIAL DR"," MEMORIAL DR &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"153",153,153,25936,NA,2011,"Wednesday","Auto","Parked Vehicle","Lancaster St"," Lancaster St &  Cambridge, MA",42.3768005,-71.1483002,"snow","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"154",154,154,25905,NA,2011,"Sunday","Auto","Fixed Object","Concord Ave","700 Concord Ave Cambridge, MA",42.3768005,-71.1483002,"rain","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"155",155,155,25923,NA,2011,"","Auto","Auto","","  &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"156",156,156,25935,NA,2011,"Tuesday","Auto","Moped","Berkshire St"," Berkshire St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"157",157,157,25944,NA,2011,"Wednesday","Auto","Parked Vehicle","","  &  Cambridge, MA",42.3768005,-71.1483002,"clear","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"158",158,158,26413,NA,2011,"Monday","Auto","Parked Vehicle","FIRST ST"," FIRST ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"159",159,159,26010,NA,2011,"Friday","Auto","Auto","Second St"," Second St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"160",160,160,26019,NA,2011,"Friday","Auto","Parked Vehicle","Willow St"," Willow St &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"161",161,161,26029,NA,2011,"Thursday","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"162",162,162,26031,NA,2011,"Tuesday","Taxi","Auto","JFK St"," JFK St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"163",163,163,26035,NA,2011,"Saturday","Auto","Parked Vehicle","Auburn St"," Auburn St &  Cambridge, MA",42.3768005,-71.1483002,"clear","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"164",164,164,26083,NA,2011,"Sunday","Auto","Auto","Hampshire St"," Hampshire St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"165",165,165,26491,NA,2011,"Friday","Auto","Truck","","  &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"166",166,166,26092,NA,2011,"Tuesday","Auto","Auto","PROSPECT ST"," PROSPECT ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"167",167,167,26175,NA,2011,"","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"168",168,168,26130,NA,2011,"Thursday","Truck","Auto","HUNTING ST"," HUNTING ST &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"169",169,169,26146,NA,2011,"Saturday","Auto","Parked Vehicle","Cameron Ave"," Cameron Ave &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"170",170,170,28612,NA,2013,"Thursday","Auto","Parked Vehicle","MURRAY HILL RD"," MURRAY HILL RD &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"171",171,171,26177,NA,2011,"","Auto","Bicycle","HARVARD ST"," HARVARD ST & Crawford St Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"172",172,172,26212,NA,2011,"","Motorcycle","Miscellaneous","Washington St"," Washington St &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"173",173,173,26190,NA,2011,"","Auto","Auto","RUFO RD"," RUFO RD &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","2",NA,NA,NA,NA,NA,NA,"Spring"
"174",174,174,26196,NA,2011,"Tuesday","Auto","Parked Vehicle","Putnam Ave"," Putnam Ave &  Cambridge, MA",42.3768005,-71.1483002,"clear","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"175",175,175,26204,NA,2011,"Thursday","Auto","Parked Vehicle","Cambridgeside Pl"," Cambridgeside Pl &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"176",176,176,26210,NA,2011,"Thursday","Auto","Parked Vehicle","Tremont St"," Tremont St &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"177",177,177,26229,NA,2011,"Saturday","Auto","Fixed Object","MONTAGUE ST"," MONTAGUE ST &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"178",178,178,26243,NA,2011,"Friday","Auto","Fixed Object","Jackson Pl"," Jackson Pl &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"179",179,179,26248,NA,2011,"Saturday","Auto","Fixed Object","Bishop Allen Dr"," Bishop Allen Dr &  Cambridge, MA",42.3768005,-71.1483002,"cloudy","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"180",180,180,26249,NA,2011,"Saturday","Auto","Fixed Object","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"181",181,181,26280,NA,2011,"Wednesday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",42.3768005,-71.1483002,"rain","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"182",182,182,26319,NA,2011,"Sunday","Auto","Bicycle","PACIFIC ST"," PACIFIC ST &  Cambridge, MA",42.3768005,-71.1483002,"sleet,hail,freezing rain or drizzle","1","1",NA,NA,NA,NA,NA,NA,"Spring"
"183",183,183,26352,NA,2011,"Monday","Bus (Other)","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",42.3768005,-71.1483002,"snow","5","1",NA,NA,NA,NA,NA,NA,"Spring"
"184",184,184,26354,NA,2011,"Monday","Auto","Motorcycle","Broadway"," Broadway &  Cambridge, MA",42.3768005,-71.1483002,"SUNNY","1","2",NA,NA,NA,NA,NA,NA,"Spring"
